name,category,lat,lon,brand,address,website,phone
,clinic,1.3220087,103.853098,,,,
Novena Specialist Center,clinic,1.3201236,103.8446597,,,,
,clinic,1.3364427,103.7870051,,,,
Balestier Medical Clinic,clinic,1.3213048,103.8532002,,Balestier Road,,
Healthmark Medical Clinic,clinic,1.3994341,103.9159399,,,,
St John Singapore Dementia Centre,clinic,1.3016846,103.8634603,,Beach Road,,
"Japanese Association Clinic, Singapore",clinic,1.330635,103.8157691,,Adam Road,https://www.japanese-clinic.com.sg/,+65 6469 6488
LKF Medical,clinic,1.2867403,103.8477685,,,,
Peace Family TCM Clinic,clinic,1.2834149,103.8429716,,,,
Quantum Medical Imaging,clinic,1.3095086,103.8644963,,,,
The Clinic @ Aperia,clinic,1.3096636,103.8640917,,,,
MobileDoctorClinic,clinic,1.2848614,103.8469329,,,,
NKF Dialysis Center,clinic,1.3961432,103.8914706,,,,
Singapore Orthopaedic Clinic,clinic,1.3220092,103.8441955,,Irrawaddy Road,https://www.axisortho.com.sg/,+65 9711 8888
The Other Clinic,clinic,1.3150224,103.8811219,,,,
Healthway Medical,clinic,1.3197988,103.861451,,,,
El Shaddai,clinic,1.3204719,103.8619888,,,,
Tan Teoh Clinic & Surgery,clinic,1.3192674,103.8609969,,,,
Yooi Clinic,clinic,1.3204059,103.8619348,,,,
HC Endoscopy & Piles Centre,clinic,1.3331325,103.8491921,,Lorong 6 Toa Payoh,,+65 6686 6542
Zara Clinic,clinic,1.3773537,103.7555006,,,,
Health Partners Medical Clinic,clinic,1.3130921,103.9262669,,,,
Fullerton Health Hub,clinic,1.373491,103.9483825,,Pasir Ris Central,,+65 6011 8090
Parkway Shenton Medical Clinic,clinic,1.3739779,103.9485133,,Pasir Ris Central,https://parkwayshenton.com.sg/,+65 6904 2875
Sunbeam Medical Clinic,clinic,1.3806587,103.7697056,,Fajar Road,,+65 6610 0968
Winsome,clinic,1.3242466,103.8565822,,Whampoa Drive,,
Ooagachaga,clinic,1.2834262,103.8440475,,,,
OrthoSportsAtConnexion,clinic,1.3125904,103.8539957,,,,
Singapore Paincare TCM Wellness,clinic,1.2913006,103.8575122,,,,
Raffles Medical,clinic,1.2910677,103.8589975,,,,
Raffles Medical,clinic,1.2910677,103.8589975,,,,
X Maris B. Clinic,clinic,1.3025494,103.8580478,,Arab Street,,
Voon Eye Clinic,clinic,1.3005009,103.849542,,,,
Dawson Medical Singapore,clinic,1.2953713,103.8094704,,"85 Dawson Rd, #01-05, Singapore 141085",,
Jade Medical Clinic,clinic,1.2891622,103.846639,,"Eu Tong Sen Street, 8 13-99",,
Minmed Clinic (Redhill),clinic,1.2900423,103.8170888,,"Alexandra View, #01-16",,
Dr Plus Medical & Paincare Hougang,clinic,1.3703931,103.8954608,,,,
Trucare Medical & Surgery,clinic,1.3703744,103.8954267,,,,
Fundamental Aesthetic Medical Clinic,clinic,1.3705083,103.8954421,,,,
The Cheery Child Clinic,clinic,1.3704387,103.8954645,,,,
Onecare Clinic,clinic,1.3870608,103.7621248,,Senja Close,,
Singapore Chee Chung Huay Free Clinic,clinic,1.3310478,103.8796607,,MacPherson Road,,
Pinnacle Family Clinic,clinic,1.3224108,103.7637757,,Clementi Avenue 6,,
Bukit Timah Clinic,clinic,1.3246212,103.8091001,,,,
Raffles Medical,clinic,1.3539705,103.9452485,,Tampines 1,,
HMI Onecare Clinic,clinic,1.3917097,103.8800584,,,,
Vitacare Family Clinic,clinic,1.3916529,103.8796958,,,,
Shalom Clinic + Surgery,clinic,1.2864907,103.8035632,,,,
Pinnacle Family Clinic,clinic,1.3661446,103.775101,,,,
